COM_AV,COM_AP,NCC_AV,NCC_AP
04071,04070,DOURBES,DIGNE
67057,67242,BOSSELSHAUSEN,KIRRWILLER BOSSELSHAUSEN
70034,70101,AUBIGNEY,BROYE AUBIGNEY MONTSEUGNY
70370,70101,MONTSEUGNY,BROYE AUBIGNEY MONTSEUGNY
52228,52113,GRANDCHAMP,CHASSIGNY AISEY
67558,67340,ZINSWILLER,OBERBRONN ZINSWILLER
52170,52113,DOMMARIEN,CHASSIGNY AISEY
52145,52113,COUBLANC,CHASSIGNY AISEY
74013,74281,ANTHY SUR LEMAN,THONON LES BAINS
57735,57204,VREMY,FAILLY
57720,57460,VILLING,MERTEN
57570,57460,REMERING LES HARGARTEN,MERTEN
57435,57019,MALANCOURT LA MONTAGNE,AMNEVILLE
57069,57460,BERVILLER EN MOSELLE,MERTEN
53275,53265,VIVIERS,TORCE VIVIERS EN CHARNIE
51300,51316,ISLE SUR MARNE,LARZICOURT ISLE SUR MARNE
49164,49092,JOUE ETIAU,CHEMILLE EN ANJOU
47019,47209,BAJAMONT,PONT DU CASSE
39541,39478,VALFIN LES SAINT CLAUDE,SAINT CLAUDE
39450,39478,RANCHETTE,SAINT CLAUDE
74248,74236,SAINT NICOLAS DE VEROCE,SAINT GERVAIS LES BAINS
80072,62881,BEAUVOIR RIVIERE,BEAUVOIR WAVANS
39144,39478,CHEVRY,SAINT CLAUDE
91173,91613,CONGERVILLE,CONGERVILLE THIONVILLE
87171,87027,SAINT NICOLAS COURBEFY,BUSSIERE GALANT
85270,85277,SAINT SORNIN,SAINT VINCENT SUR GRAON
85228,85288,SAINT HILAIRE DE TALMONT,TALMONT SAINT HILAIRE
85079,85135,DISSAIS,MAREUIL SUR LAY DISSAIS
80818,80463,WARFUSEE ABANCOURT,LAMOTTE WARFUSEE
79146,79268,LAMAIRE,SAINT LOUP LAMAIRE
74039,74095,BONNEGUETE,CREMPIGNY BONNEGUETE
74227,74289,SAINT ANDRE VAL DE FIER,VALLIERES SUR FIER
74203,74237,NOVEL,SAINT GINGOLPH
74166,74281,MARIN,THONON LES BAINS
74106,74210,DRAILLANT,PERRIGNIER
39152,39478,CINQUETRAL,SAINT CLAUDE
39125,39478,CHAUMONT,SAINT CLAUDE
04131,04124,MONTPEZAT,MONTAGNAC MONTPEZAT
04105,04192,LINCEL,SAINT MICHEL L OBSERVATOIRE
04010,04136,ARGENS,MURE ARGENS
01270,01410,NAPT,SONTHONNAX LA MONTAGNE
04153,04204,POIL,SENEZ
04146,04217,PERUSSE,THOARD
04056,04108,CHENERILLES,MALIJAI
24315,24068,PALEYRAC,BUISSON DE CADOUIN
31548,31144,SIGNAC,CIERP GAUD SIGNAC
31300,31483,LIEOUX,SAINT GAUDENS
29092,29241,KERNEVEL,ROSPORDEN
26053,26055,BONNEVAL EN DIOIS,BOULC BONNEVAL
25362,25592,MALPAS,VAUX ET CHANTEGRUE MALPAS
24560,24068,URVAL,BUISSON DE CADOUIN
27409,27198,MINIERES,DAMVILLE
24072,24068,CADOUIN,BUISSON DE CADOUIN
16126,16253,EMBOURIE,PAIZAY NAUDOUIN EMBOURIE
35074,35096,CHAUMERE,DOMAGNE
17251,17282,MOULONS,POMMIERS MOULONS
08051,08069,BAY,BLANCHEFOSSE ET BAY
08233,08470,IMECOURT,VERPEL
08337,08362,PARGNY RESSON,RETHEL
08423,08089,SIVRY LES BUZANCY,BUZANCY
57027,57115,ARRAINCOURT,BRULANGE
57328,57115,HOLACOURT,BRULANGE
57673,57115,THONVILLE,BRULANGE
12132,12257,LOUPIAC,CAUSSE ET DIEGE
87098,87092,MILHAGUET,MARVAL
52054,52008,BLANCHEVILLE,ANDELOT BLANCHEVILLE
57023,57086,ANGVILLER LES BISPING,BELLES FORETS
57173,57086,DESSELING,BELLES FORETS
67170,67176,GRIESBACH,GUNDERSHOFFEN
67114,67176,EBERBACH WOERTH,GUNDERSHOFFEN
52020,52273,ARNONCOURT SUR APANCE,LARIVIERE ARNONCOURT
51575,51611,TOULON LA MONTAGNE,VERT TOULON
08177,08189,FOULZY,GIRONDELLE
08297,08125,MONTCORNET,MONTCORNET EN ARDENNE
04083,04046,ESPINOUSE,CHAFFAUT SAINT JURSON
04015,04177,AURIBEAU,HAUTES DUYES
02285,59545,ESCAUFOURT,SAINT SOUPLET
79224,49099,PUY SAINT BONNET,CHOLET
52481,52491,SOULAINCOURT,THONNANCE LES MOULINS
64278,64049,ITHOROTS OLHAIBY,AROUE ITHOROTS OLHAIBY
52071,52491,BRESSONCOURT,THONNANCE LES MOULINS
52080,52491,BROUTHIERES,THONNANCE LES MOULINS
71414,71014,SAINT FORGEOT,AUTUN
57346,57011,INSMING,ALBESTROFF
48196,48039,VILLARD,CHANAC
51201,51136,CUISLES,CHATILLON SUR MARNE
51400,51017,NEUVILLE SOUS ARZILLIERES,ARZILLIERES NEUVILLE
54523,54405,THUILLEY AUX GROSEILLES,OCHEY THUILLEY
55020,55117,AUZEVILLE EN ARGONNE,CLERMONT EN ARGONNE
55208,55438,GESNES EN ARGONNE,ROMAGNE GESNES
55259,55117,JUBECOURT,CLERMONT EN ARGONNE
55402,55117,PAROIS,CLERMONT EN ARGONNE
55413,55497,RAMPONT,SOUHESMES RAMPONT
57248,57011,GIVRYCOURT,ALBESTROFF
35317,35130,SAINT SYMPHORIEN,HEDE
57494,57011,MUNSTER,ALBESTROFF
57573,57011,RENING,ALBESTROFF
57675,57011,TORCHEVILLE,ALBESTROFF
63316,63038,SAINT ANASTAISE,BESSE ET SAINT ANASTAISE
70246,70247,FOUVENT LE BAS,FOUVENT SAINT ANDOCHE
70458,70247,SAINT ANDOCHE,FOUVENT SAINT ANDOCHE
71056,71263,BRANGES,LOUHANS
71528,71263,SORNAY,LOUHANS
80816,80211,WAILLY,CONTY
90040,90041,ETUEFFONT BAS,ETUEFFONT
39044,39022,BEAUVOISIN,ASNANS BEAUVOISIN
10322,10314,ROMAINES,RAMERUPT
25606,25275,VERNOIS LE FOL,GLERE
04048,04039,CHASTEUIL,CASTELLANE
04078,04039,EOULX,CASTELLANE
04168,04039,ROBION,CASTELLANE
04009,04072,ARCHAIL,ARCHAIL DRAIX
04212,04039,TALOIRE,CASTELLANE
04215,04039,TAULANNE,CASTELLANE
07043,07334,BRAHIC,VANS
07057,07334,CHASSAGNES,VANS
07164,07334,NAVES,VANS
07180,07204,POUZAT,SAINT AGREVE
25010,25223,ALAISE,ETERNOZ
25144,25505,CHAZELOT,ROUGEMONT
25167,25374,COTTIER,MERCEY LE GRAND
25168,25223,COULANS SUR LIZON,ETERNOZ
25205,25223,DOULAIZE,ETERNOZ
25396,25505,MONTFERNEY,ROUGEMONT
25407,25275,MONTURSIN,GLERE
25409,25505,MORCHAMPS,ROUGEMONT
25484,25223,REFRANCHE,ETERNOZ
25543,25385,SERVIGNEY,MONTAGNEY SERVIGNEY
45349,45348,YEVRE LE CHATEL,YEVRE LA VILLE
76601,76676,SAINT LUCIEN,SIGY EN BRAY
55204,55154,GENICOURT SUR MEUSE,DIEUE
66031,66025,CALDEGAS,BOURG MADAME
42080,42225,CULA,GENILAC
21074,21331,BILLEY,LABERGEMENT LES AUXONNE BILLEY FLAGEY
21268,21331,FLAGEY LES AUXONNE,LABERGEMENT LES AUXONNE BILLEY FLAGEY
10036,10058,BEAUVOIR SUR SARCE,BRAGELOGNE BEAUVOIR
27352,27105,INFREVILLE,BOURGTHEROULDE INFREVILLE
55240,55002,HAUTECOURT LES BROVILLE,ABAUCOURT HAUTECOURT
57135,57209,CHEMERY,FAULQUEMONT
04003,04081,ALBIOSC,ESPARRON DE VERDON
04221,04084,TREVANS,ESTOUBLON
76531,76355,ROCQUEFORT,ROCQUEFORT SUR HERICOURT
76539,76351,ROUELLES,HAVRE
76246,76122,ESSARTS VARIMPRE,CALLENGEVILLE
52041,52400,BEAUCHARMOY,CHATELET SUR MEUSE
27494,27198,RONCENAY,MESNILS SUR ITON
22269,22204,RUNAN,PLOEZAL RUNAN
52026,52187,AUGEVILLE,EPIZON
52209,52377,FRESNOY EN BASSIGNY,PARNOY EN BASSIGNY
90048,90026,FONTENELLE,CHEVREMONT FONTENELLE
52261,52094,LAMARGELLE AUX BOIS,VALS DES TILLES
52345,52094,MUSSEAU,VALS DES TILLES
52530,52094,VILLEMERVRY,VALS DES TILLES
52531,52094,VILLEMORON,VALS DES TILLES
22301,22084,SAINT IGNEUC,JUGON LES LACS
22165,22296,PENGUILY,SAINT GLEN PENGUILY
22125,22084,LESCOUET JUGON,JUGON LES LACS
04002,04167,AINAC,ROBINE SUR GALABRE
04011,04023,ASTOIN,BAYONS
04080,04097,ESCLANGON,JAVIE
04082,04023,ESPARRON LA BATIE,BAYONS
04098,04167,LAMBERT,ROBINE SUR GALABRE
04165,04023,REYNIER,BAYONS
04213,04167,TANARON,ROBINE SUR GALABRE
09036,09306,BANAT,TARASCON SUR ARIEGE
09092,09306,CAZENAVE SERRES ET ALLENS,TARASCON SUR ARIEGE
14071,14527,BIEVILLE EN AUGE,BIEVILLE QUETIEVILLE
14725,14333,VASOUY,HONFLEUR
21174,21461,CIREY,NOLAY
76386,76755,LIMPIVILLE,SAINT MICHEL EN CAUX
76680,76755,SORQUAINVILLE,SAINT MICHEL EN CAUX
76689,76755,THIETREVILLE,SAINT MICHEL EN CAUX
50322,50256,MESNIL THEBAULT,ISIGNY LE BUAT
50632,50256,VEZINS,ISIGNY LE BUAT
50367,50256,NAFTEL,ISIGNY LE BUAT
50346,50256,MONTIGNY,ISIGNY LE BUAT
50344,50256,MONTGOTHIER,ISIGNY LE BUAT
50113,50256,CHALANDREY,ISIGNY LE BUAT
50306,50256,MESNIL BOEUFS,ISIGNY LE BUAT
22103,22213,LANGROLAY SUR RANCE,PLOUER LANGROLAY SUR RANCE
50053,50256,BIARDS,ISIGNY LE BUAT
50286,50256,MANCELLIERE,ISIGNY LE BUAT
57279,57252,GUIRLANGE,GOMELANGE
57363,57270,KERPRICH LES DIEUZE,VAL DE BRIDE
66099,66134,LLAURO,PASSA LLAURO TORDERES
66211,66134,TORDERES,PASSA LLAURO TORDERES
66219,66161,URBANYA,RIA SIRACH URBANYA
67171,67061,GRIESBACH LE BASTBERG,BOUXWILLER
67219,67061,IMBSHEIM,BOUXWILLER
67399,67061,RIEDHEIM,BOUXWILLER
79304,79100,SANSAIS,COULON SANSAIS
55455,55551,SAINT BENOIT EN WOEVRE,VIGNEULLES LES HATTONCHATEL
55550,55551,VIEVILLE SOUS LES COTES,VIGNEULLES LES HATTONCHATEL
55052,55551,BILLY SOUS LES COTES,VIGNEULLES LES HATTONCHATEL
55418,55500,RECHICOURT,SPINCOURT
55392,55500,OLLIERES,SPINCOURT
55249,55500,HOUDELAUCOURT SUR OTHAIN,SPINCOURT
55235,55500,HAUCOURT LA RIGOLE,SPINCOURT
55234,55551,HATTONVILLE,VIGNEULLES LES HATTONCHATEL
55233,55551,HATTONCHATEL,VIGNEULLES LES HATTONCHATEL
55136,55551,CREUE,VIGNEULLES LES HATTONCHATEL
39459,39258,RIVIERE DEVANT,GRANDE RIVIERE
39383,39205,NENON,ECLANS NENON
33455,33378,SAINT NAZAIRE,SAINT AVIT SAINT NAZAIRE
33410,33290,SAINT GEORGES,MONTAGNE
33313,33290,PARSAC,MONTAGNE
01455,01267,VOLOGNAT,NURIEUX VOLOGNAT
52252,52246,JORQUENAY,HUMES JORQUENAY
86199,86070,POUZIOUX,CHAUVIGNY
67406,67163,ROHR,GOUGENHEIM
64007,64252,AGNOS,VAL DU GAVE D ASPE
55118,55119,CLERY GRAND,CLERY
52521,52383,VIEUX MOULINS,PERRANCEY LES VIEUX MOULINS
52478,52123,SOMMEVILLE,CHEVILLON
52434,52058,ROOCOURT LA COTE,BOLOGNE
52309,52058,MARAULT,BOLOGNE
79143,79016,JUMEAUX,ASSAIS LES JUMEAUX
52081,52426,BUCHEY,RIZAUCOURT BUCHEY
52073,52123,BREUIL SUR MARNE,CHEVILLON
50221,50463,GRIMESNIL,SAINT DENIS LE GAST
55538,55472,VAUX LA GRANDE,SAULVAUX
55539,55472,VAUX LA PETITE,SAULVAUX
55542,55186,VEEL,FAINS VEEL
55548,55184,VERTUZEY,EUVILLE
55555,55570,VILLE DEVANT BELRAIN,VILLOTTE SUR AIRE
55560,55069,VILLERS AUX VENTS,BRABANT LES VILLERS
55558,55184,VILLE ISSEY,EUVILLE
55580,55183,WAVRILLE,ETRAYE WAVRILLE
55525,55286,VADELAINCOURT,QUATRE VENTS
55585,55093,WOINVILLE,BUXIERES SOUS LES COTES
55483,55530,SENONVILLE,VALBOIS
55513,55215,TOURAILLES SOUS BOIS,GONDRECOURT LE CHATEAU
55499,55274,SPADA,LAMORVILLE
55491,55423,SOMMAISNE,REMBERCOURT SOMMAISNE
55486,55040,SERAUCOURT,BEAUSITE
57378,57155,LANDONVILLERS,COURCELLES CHAUSSY
55482,55286,SENONCOURT LES MAUJOUY,QUATRE VENTS
55480,55517,SENARD,SEUIL D ARGONNE
55478,55530,SAVONNIERES EN WOEVRE,VALBOIS
55451,55012,SAINT AGNANT SOUS LES COTES,APREMONT LA FORET
55448,55570,RUPT DEVANT SAINT MIHIEL,VILLOTTE SUR AIRE
55441,55148,ROSIERES EN BLOIS,DELOUZE ROSIERES
55432,55254,RIGNAUCOURT,TROIS DOMAINES
57285,57097,HALLING LES BOULAY,BOULAY MOSELLE
64349,64367,LOUBIENG,MASLACQ
67294,67160,MITSCHDORF,GOERSDORF
67064,67074,BREMMELBACH,CLEEBOURG
65302,65032,MARSOUS,ARRENS MARSOUS
65246,65054,LAHITTE,AVEZAC PRAT LAHITTE
65227,65099,ILHAN,BORDERES LOURON
64553,64113,VIELLENAVE SUR BIDOUZE,BERGOUEY ARANCOU VIELLENAVE
64518,64269,SENDETS,IDRON LEE OUSSE SENDETS
64497,64430,SAINTE SUZANNE,ORTHEZ
64462,64461,RAMOUS,PUYO BELLOCQ RAMOUS
64439,64269,OUSSE,IDRON LEE OUSSE SENDETS
64384,64148,MIFAGET,BRUGES CAPBIS MIFAGET
64329,64269,LEE,IDRON LEE OUSSE SENDETS
58091,58086,COURS,COSNE COURS SUR LOIRE
64179,64367,CASTETNER,MASLACQ
64169,64168,CASSABER,CARRESSE CASSABER
64164,64148,CAPBIS,BRUGES CAPBIS MIFAGET
64145,64417,BOURDETTES,NAY BOURDETTES
64108,64461,BELLOCQ,PUYO BELLOCQ RAMOUS
64055,64064,ARROS D OLORON,ASASP ARROS
64031,64113,ARANCOU,BERGOUEY ARANCOU VIELLENAVE
55395,55286,OSCHES,QUATRE VENTS
59561,59631,SELVIGNY,WALINCOURT SELVIGNY
59287,59349,HAUCOURT EN CAMBRESIS,LIGNY HAUCOURT
55409,55517,PRETZ,SEUIL D ARGONNE
55367,55535,MUZERAY,TILLEULS VAUDONCOURT
55393,55191,ORNEL,FOAMEIX ORNEL
55390,55358,OEY,CHANTERAINE
55103,55033,CHARPENTRY,BAULNY CHARPENTRY
55092,55093,BUXERULLES,BUXIERES SOUS LES COTES
55086,55389,BULAINVILLE,NUBECOURT
55082,55419,BROCOURT EN ARGONNE,RECICOURT
55068,55419,BRABANT EN ARGONNE,RECICOURT
55056,55385,BLERCOURT,NIXEVILLE BLERCOURT
55044,55570,BELRAIN,VILLOTTE SUR AIRE
55016,55184,AULNOIS SOUS VERTUZEY,EUVILLE
55006,55040,AMBLAINCOURT,BEAUSITE
54601,54418,XURES,PARROY
54388,54418,MOUACOURT,PARROY
54133,54418,COINCOURT,PARROY
52460,52251,SARCICOURT,JONCHERY
52408,52265,PREZ SUR MARNE,BAYARD SUR MARNE
55112,55358,CHENNEVIERES,CHANTERAINE
55126,55258,CORNIEVILLE,GEVILLE
55131,55518,COUSANCES AU BOIS,COUSANCES LES TRICONVILLE
55230,55571,HARAUMONT,VILOSNES HARAUMONT
55386,55245,NONSARD,MADINE
67533,67530,WILSHAUSEN,WICKERSHEIM WILSHAUSEN
55342,55254,MONDRECOURT,TROIS DOMAINES
55319,55012,MARBOTTE,APREMONT LA FORET
55314,55114,MALAUMONT,CHONVILLE MALAUMONT
55309,55215,LUMEVILLE EN ORNOIS,GONDRECOURT LE CHATEAU
55308,55179,LOXEVILLE,ERNEVILLE AUX BOIS
55295,55569,LISLE EN BARROIS,VILISLE
55294,55012,LIOUVILLE,APREMONT LA FORET
55283,55274,LAVIGNEVILLE,LAMORVILLE
55238,55267,HAUMONT LES LACHAUSSEE,LACHAUSSEE
55223,55267,HADONVILLE LES LACHAUSSEE,LACHAUSSEE
55216,55535,GOURAINCOURT,TILLEULS VAUDONCOURT
55213,55258,GIRONVILLE SOUS LES COTES,GEVILLE
55210,55570,GIMECOURT,VILLOTTE SUR AIRE
55205,55026,GERAUVILLIERS,BADONVILLIERS GERAUVILLIERS
55190,55389,FLEURY SUR AIRE,NUBECOURT
55176,55442,ERIZE LA GRANDE,RAIVAL
55161,55179,DOMREMY AUX BOIS,ERNEVILLE AUX BOIS
55152,55040,DEUXNOUDS DEVANT BEAUZEE,BEAUSITE
55151,55274,DEUXNOUDS AUX BOIS,LAMORVILLE
55138,55298,CULEY,LOISEY CULEY
67318,67228,NEUGARTHEIM,NEUGARTHEIM ITTLENHEIM
71353,71543,PLOTTES,TOURNUS
79323,79079,TEMPLE,MAULEON
88048,88351,BELLEFONTAINE,PLOMBIERES LES BAINS
87175,87180,SAINT PRIEST LE BETOUX,SAINT SORNIN LEULAC
86299,86160,VOUZAILLES,MIREBEAU
86283,86108,VERGER SUR DIVE,GRIMAUDIERE
86216,86161,SAINT CHARTRES,MONCONTOUR
86185,86161,OUZILLY VIGNOLLES,MONCONTOUR
86179,86108,NOTRE DAME D OR,GRIMAUDIERE
86155,86161,MESSAIS,MONCONTOUR
86150,86160,MASSOGNES,MIREBEAU
86144,86160,MAISONNEUVE,MIREBEAU
86101,86225,FRONTENAY SUR DIVE,SAINT JEAN DE SAUVES
86089,86160,CUHON,MIREBEAU
86073,86160,CHERVES,MIREBEAU
86002,86160,AMBERRE,MIREBEAU
85203,85020,SAINTE CHRISTINE,BENET
85122,85020,LESSON,BENET
81194,81245,NARTHOUX,SAINT CHRISTOPHE
81057,81262,CAMPES,SAINT MARCEL CAMPES
80510,80222,MARCHEVILLE,CRECY EN PONTHIEU
80506,80230,MANICOURT,CURCHY
80394,80703,GUEMICOURT,SAINT GERMAIN SUR BRESLE
80289,80557,ESTREES EN CHAUSSEE,ESTREES MONS
80277,80276,ERAMECOURT,EQUENNES ERAMECOURT
88067,88322,BOULAY,NEUVEVILLE DEVANT LEPANGES
88207,88146,GIROVILLERS SOUS MONTFORT,DOMJULIEN
89288,89055,PAROY EN OTHE,BRIENON SUR ARMANCON
90038,90082,ESCHENE AUTRAGE,AUTRECHENE
89372,89407,SAINT VINNEMER,TANLAY
89371,89010,SAINTE VERTU,ANNAY SUR SEREIN
89357,89414,SAINT MARTIN SUR OREUSE,THORIGNY SUR OREUSE
89326,89387,ROSOY,SENS
89322,89439,REBOURSEAUX,VERGIGNY
89315,89341,PREHY,SAINT CYR LES COLONS
89305,89068,POINCHY,CHABLIS
89259,89010,MOLAY,ANNAY SUR SEREIN
89258,89068,MILLY,CHABLIS
89231,89073,LOUESME,CHAMPIGNELLES
89185,89068,FYE,CHABLIS
89166,89414,FLEURIGNY,THORIGNY SUR OREUSE
89157,89233,ESSERT,LUCY SUR CURE
89114,89407,COMMISSEY,TANLAY
89052,89439,BOUILLY,VERGIGNY
89047,89055,BLIGNY EN OTHE,BRIENON SUR ARMANCON
89040,89233,BESSY SUR CURE,LUCY SUR CURE
89002,89224,AIGREMONT,LICHERES AIGREMONT
88420,88322,SAINT JEAN DU MARCHE,NEUVEVILLE DEVANT LEPANGES
79324,79049,TERVES,BRESSUIRE
68346,68192,VALDIEU,VALDIEU LUTRAN
79296,79049,SAINT SAUVEUR,BRESSUIRE
79047,79005,BOUSSAIS,AIRVAULT
79038,79049,BOISME,BRESSUIRE
79028,79049,BEAULIEU SOUS BRESSUIRE,BRESSUIRE
78202,78246,DROCOURT,FONTENAY SAINT PERE
77502,77020,VILLEGAGNON,BANNOST VILLEGAGNON
77375,77261,PREAUX,LORREZ LE BOCAGE PREAUX
77351,77010,OZOUER LE REPOS,AUBEPIERRE OZOUER LE REPOS
77346,77264,ORMEAUX,LUMIGNY NESLES ORMEAUX
77334,77264,NESLES,LUMIGNY NESLES ORMEAUX
77324,77093,MOUTILS,CHAPELLE MOUTILS
77136,77352,COURQUETAINE,OZOUER COURQUETAINE
74149,74040,LOEX,BONNE
74023,74006,AVREGNY,ALLONZIER LA CAILLE
71536,71351,TERRANS,PIERRE DE BRESSE
71418,71557,SAINT GERMAIN DES RIVES,VARENNE SAINT GERMAIN
69079,69165,DURETTE,REGNIE DURETTE
79052,79049,BREUIL CHAUSSEE,BRESSUIRE
79056,79277,BRION PRES THOUET,SAINT MARTIN DE SANZAY
79193,79049,NOIRTERRE,BRESSUIRE
79272,79123,SAINT MARSAULT,FORET SUR SEVRE
79245,79066,SAINT DENIS,CHAMPDENIERS SAINT DENIS
79237,79079,SAINT AUBIN DE BAUBIGNE,MAULEON
79235,79079,SAINT AMAND SUR SEVRE,MAULEON
79234,79133,ROUVRE,GERMOND ROUVRE
79233,79079,RORTHAIS,MAULEON
79232,79123,RONDE,FORET SUR SEVRE
79192,79049,NOIRLIEU,BRESSUIRE
79065,79049,CHAMBROUTET,BRESSUIRE
79186,79079,MOULINS,MAULEON
79182,79123,MONTIGNY,FORET SUR SEVRE
79155,79079,LOUBLANDE,MAULEON
79110,79174,ENCLAVE DE LA MARTINIERE,MELLE
79093,79049,CLAZAY,BRESSUIRE
79073,79079,CHAPELLE LARGEAU,MAULEON
52392,52311,PLESNOY,MARCILLY PLESNOY
25291,25417,GRANGES DE VIENNEY,NAISEY LES GRANGES
52259,52251,LAHARMAND,JONCHERY
25118,25047,CHAMPVANS LES BAUME,BAUME LES DAMES
17419,17024,SALLES LES AULNAY,AULNAY
17144,17026,EBEON,AUTHON EBEON
17123,17397,COULONGE SUR CHARENTE,SAINT SAVINIEN
17090,17240,CHARDES,MONTENDRE
17001,17397,AGONNAY,SAINT SAVINIEN
16367,16073,SERIGNAC,CHALAIS
16333,16073,SAINTE MARIE,CHALAIS
16327,16028,SAINT HILAIRE,BARBEZIEUX SAINT HILAIRE
16319,16046,SAINT GENIS DE BLANZAC,COTEAUX DU BLANZACAIS
16313,16287,SAINT ESTEPHE,ROULLET SAINT ESTEPHE
16278,16097,RICHEMONT,CHERVES RICHEMONT
16063,16029,BRIE SOUS CHALAIS,BRIE BARDENAC
15239,15153,TOURNIAC,PLEAUX
15210,15202,SAINT REMY DE SALERS,SAINT MARTIN VALMEROUX
15177,15153,SAINT CHRISTOPHE LES GORGES,PLEAUX
15109,15153,LOUPIAC,PLEAUX
15062,15003,DRIGNAC,ALLY
15024,15003,BRAGEAC,ALLY
17456,17240,VALLET,MONTENDRE
24201,24260,GRAND CASTANG,MAUZAC ET GRAND CASTANG
25068,25313,BOIS LA VILLE,HYEVRE PAROISSE
25064,25433,BLANCHEFONTAINE,ORGEANS BLANCHEFONTAINE
25017,25015,AMONDANS,AMANCEY
24387,24356,SAINT CERNIN DE REILLAC,ROUFFIGNAC SAINT CERNIN DE REILHAC
24375,24450,SAINT AUBIN DE NABIRAT,SAINT MARTIAL ET SAINT AUBIN DE NABIRAT
24112,24086,CHAPELLE PECHAUD,CASTELNAUD LA CHAPELLE
24017,24303,AURIAC DE BOURZAC,NANTEUIL AURIAC DE BOURZAC
22201,22179,PLEVENON,FREHEL
20076,2B167,CASSANO,MONTEGROSSO
14683,14228,TAILLEVILLE,DOUVRES LA DELIVRANDE
12306,12056,VORS,BARAQUEVILLE
10385,10386,TROUAN LE GRAND,TROUANS
10383,10054,TRANCAULT,VAL D ORVIN
10311,10148,QUINCEY,FERREUX QUINCEY
10043,10316,BESSY,RHEGES BESSY
10038,10054,BERCENAY LE HAYER,VAL D ORVIN
08359,08437,REMONVILLE,TAILLY
08050,08437,BARRICOURT,TAILLY
08012,08437,ANDEVANNE,TAILLY
05112,05123,RABOU,ROCHE DES ARNAUDS
02113,02022,BRANGES,ARCY SAINTE RESTITUE
01178,01240,GRANGES,MATAFELON GRANGES
01131,01189,CRAZ,INJOUX GENISSIAT
01120,01262,CORDIEUX,MONTLUEL
01055,01283,BOUVENT,OYONNAX
14051,14231,BEAUFOUR,BEAUFOUR DRUVAL
14642,14194,SAINT PAUL DE COURTONNE,COURTONNE LES DEUX EGLISES
14321,14735,GRISY,VENDEUVRE
14560,14231,SAINT AUBIN LEBIZAY,BEAUFOUR DRUVAL
14323,14335,HAM,HOTOT EN AUGE
14247,14735,ESCURES SUR FAVIERES,VENDEUVRE
14112,14266,BULLY,FEUGUEROLLES BULLY
14108,14335,BROCOTTES,HOTOT EN AUGE
25081,25127,BOULOIS,CHARQUEMONT
25146,25101,CHAZOY,BURGILLE
45140,45240,FARONVILLE,OUTARVILLE
50102,50066,CAROLLES,JULLOUVILLE
50097,50412,CANVILLE LA ROCQUE,PORT BAIL SUR MER
50047,50188,BESLIERE,FOLLIGNY
50042,50410,BEAUVOIR,PONTORSON
49275,49050,SAINT ELLIER,BRISSAC LOIRE AUBANCE
49168,49180,JUMELLES,LONGUE JUMELLES
48102,48034,MONTJEZIEU,CANOURGUE
48035,48034,CAPELLE,CANOURGUE
48011,48034,AUXILLAC,CANOURGUE
25155,25015,CLERON,AMANCEY
47095,47310,FAUILLET,TONNEINS
45319,45118,TEILLAY SAINT BENOIT,CROTTES EN PITHIVERAIS
45318,45240,TEILLAY LE GAUDIN,OUTARVILLE
45304,45162,SEBOUVILLE,GUIGNEVILLE
45295,45240,SAINT PERAVY EPREUX,OUTARVILLE
45172,45025,IZY,BAZOCHES LES GALLERANDES
50199,50167,GENETS,DRAGEY TOMBELAINE
50547,50514,SAINT SAUVEUR DE CHAULIEU,CHAULIEU
52226,52265,GOURZON,BAYARD SUR MARNE
51405,51248,NORMEE,FERE CHAMPENOISE
51335,51380,MACLAUNAY,MONTMIRAIL
50571,50523,SEBEVILLE,SAINTE MERE EGLISE
50561,50493,SAINT URSIN,SAINT JEAN DES CHAMPS
50548,50528,SAINT SAUVEUR DE PIERREPONT,PIERREPONT EN COTENTIN
50532,50066,SAINT PAIR SUR MER,JULLOUVILLE
50501,50493,SAINT LEGER,SAINT JEAN DES CHAMPS
50496,50167,SAINT JEAN LE THOMAS,DRAGEY TOMBELAINE
50466,50597,SAINTE EUGIENNE,TIREPIED
50377,50590,NOIRPALU,TANU
50317,50531,MESNIL OZENNE,SAINT OVIN
50309,50188,MESNIL DREY,FOLLIGNY
45163,45160,GUIGNONVILLE,GRENEVILLE EN BEAUCE
47227,47010,RUFFIAC,ANTAGNAC
25412,25519,MOUILLEVILLERS,SAINT HIPPOLYTE
38142,38543,CURTIN,VEZERONCE CURTIN
32323,32045,PONSAMPERE,BERDOUES PONSAMPERE
32179,32462,LAGRAULAS,VIC FEZENSAC
32011,32426,ARTIGUEDIEU,SEISSAN
27583,27533,SAINT PAER,SAINT DENIS LE FERMENT
45007,45155,ARRABLOY,GIEN
26044,26276,BECONNE,ROCHE SAINT SECRET BECONNE
25581,25212,VALENTIN,ECOLE VALENTIN
25568,25018,TOURNEDOZ,ANTEUIL
25414,25317,MOUTHEROT,JALLERANGE
38418,38466,SAINTE MARIE DU MONT,SAINT VINCENT DE MERCUZE SAINTE MARIE DU MONT
25359,25015,MALANS,AMANCEY
25358,25537,MAISIERES NOTRE DAME,SCEY MAISIERES
25353,25468,LUSANS,POULIGNEY LUSANS
25294,25320,GRANGES SAINTE MARIE,LABERGEMENT SAINTE MARIE
25272,25018,GLAINANS,ANTEUIL
